"Kvinder";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Kvinder";2024;"Til Lemvig";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Guldborgsund";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Billund";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Esbjerg";1;0;0;2;0;1;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Fredericia";0;0;0;0;0;1;0;0;1;0
"Kvinder";2024;"Til Lemvig";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Vejle";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Odder";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Randers";0;0;0;0;1;0;1;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Silkeborg";0;0;0;1;0;1;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Skanderborg";0;2;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Aarhus";1;1;2;1;4;1;4;1;1;1
"Kvinder";2024;"Til Lemvig";"Fra Herning";0;1;0;0;0;0;2;2;0;0
"Kvinder";2024;"Til Lemvig";"Fra Holstebro";3;2;2;5;8;1;1;1;3;1
"Kvinder";2024;"Til Lemvig";"Fra Ikast-Brande";1;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Lemvig";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Ringkøbing-Skjern";1;0;0;0;0;0;0;1;1;0
"Kvinder";2024;"Til Lemvig";"Fra Skive";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Struer";1;1;3;3;0;0;0;1;2;0
"Kvinder";2024;"Til Lemvig";"Fra Viborg";0;1;2;0;1;0;1;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Hjørring";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Morsø";0;0;0;0;0;0;0;1;0;1
"Kvinder";2024;"Til Lemvig";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Thisted";2;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Vesthimmerlands";0;1;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Aalborg";3;0;0;0;0;0;1;2;1;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra København";0;1;3;2;3;2;1;0;1;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Herlev";0;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Rødovre";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Helsingør";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Guldborgsund";0;0;0;2;1;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Lolland";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Næstved";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Odsherred";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Slagelse";0;0;0;1;1;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Assens";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Kerteminde";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Nordfyns";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Nyborg";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Odense";0;2;1;0;0;0;0;2;0;2
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Svendborg";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Billund";0;0;1;0;1;0;5;2;2;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Esbjerg";2;2;2;2;3;2;2;2;1;2
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Fredericia";0;1;0;0;1;0;0;0;2;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Haderslev";0;1;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Kolding";1;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Sønderborg";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Tønder";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Varde";4;6;5;1;1;1;0;3;3;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Vejen";0;0;0;0;1;0;1;0;0;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Vejle";2;0;1;0;0;0;4;0;2;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Hedensted";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Horsens";3;1;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Randers";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Silkeborg";1;1;2;2;2;2;2;1;2;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Skanderborg";0;1;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Syddjurs";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Aarhus";3;2;5;4;9;11;10;9;9;4
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Herning";7;5;12;5;5;10;4;4;5;10
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Holstebro";1;6;4;4;6;4;8;3;3;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Ikast-Brande";2;4;2;0;0;1;0;1;0;1
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Lemvig";1;2;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Skive";1;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Struer";0;0;0;0;1;0;0;1;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Viborg";0;5;1;0;1;2;0;1;1;3
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Frederikshavn";0;0;0;1;1;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Hjørring";1;0;0;0;0;1;0;0;1;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Thisted";0;1;1;0;0;0;0;1;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Vesthimmerlands";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Ringkøbing-Skjern";"Fra Aalborg";1;0;2;2;1;1;4;1;1;1
"Kvinder";2024;"Til Skive";"Fra København";1;2;1;0;0;1;0;0;1;1
"Kvinder";2024;"Til Skive";"Fra Frederiksberg";0;0;0;0;0;1;0;0;2;0
"Kvinder";2024;"Til Skive";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Ballerup";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Høje-Taastrup";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Skive";"Fra Rødovre";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Skive";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Egedal";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Fredensborg";0;0;1;1;0;1;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Frederikssund";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Bornholm";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Greve";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Roskilde";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Guldborgsund";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Nordfyns";0;0;0;0;1;1;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Odense";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Skive";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Ærø";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Skive";"Fra Billund";1;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Esbjerg";1;0;0;2;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Fredericia";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Haderslev";0;0;0;0;1;0;0;0;0;1
"Kvinder";2024;"Til Skive";"Fra Kolding";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Skive";"Fra Sønderborg";1;0;1;0;0;0;0;0;0;1
"Kvinder";2024;"Til Skive";"Fra Tønder";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Vejen";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Vejle";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Skive";"Fra Aabenraa";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Skive";"Fra Favrskov";0;0;0;0;1;0;0;1;1;0
"Kvinder";2024;"Til Skive";"Fra Hedensted";0;1;0;1;1;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Horsens";1;0;0;0;0;0;2;0;0;0
"Kvinder";2024;"Til Skive";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Randers";1;0;0;1;0;0;1;0;1;1
"Kvinder";2024;"Til Skive";"Fra Samsø";1;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Skive";"Fra Silkeborg";1;1;1;1;1;1;0;3;2;0
"Kvinder";2024;"Til Skive";"Fra Skanderborg";0;0;0;1;0;0;0;1;0;0
"Kvinder";2024;"Til Skive";"Fra Syddjurs";0;0;1;0;1;0;0;1;1;0
"Kvinder";2024;"Til Skive";"Fra Aarhus";1;4;6;10;8;5;8;4;3;3
"Kvinder";2024;"Til Skive";"Fra Herning";2;2;0;2;2;3;0;2;0;1
"Kvinder";2024;"Til Skive";"Fra Holstebro";2;3;2;4;5;2;2;1;3;0
"Kvinder";2024;"Til Skive";"Fra Ikast-Brande";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Lemvig";1;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Ringkøbing-Skjern";0;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Struer";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Viborg";12;4;3;7;7;4;4;4;6;2
"Kvinder";2024;"Til Skive";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Hjørring";1;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Skive";"Fra Jammerbugt";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Mariagerfjord";1;0;1;0;1;0;1;0;0;0
"Kvinder";2024;"Til Skive";"Fra Morsø";0;1;0;2;2;1;1;2;0;2
"Kvinder";2024;"Til Skive";"Fra Rebild";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Thisted";0;1;4;0;1;0;1;2;0;0
"Kvinder";2024;"Til Skive";"Fra Vesthimmerlands";0;1;2;0;0;0;0;0;0;0
"Kvinder";2024;"Til Skive";"Fra Aalborg";0;0;2;1;4;4;1;2;2;1
"Kvinder";2024;"Til Struer";"Fra København";0;2;0;0;0;2;1;2;0;1
"Kvinder";2024;"Til Struer";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Struer";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
